run_id,batch,task_id,repeat,trial_status,disk_write_success,test_success,clean_audit,unexpected_mutations,overall_success,latency_ms,prompt_eval_count,eval_count
"BASELINE_BATCH_C_M5_SMALL_PATCH_rep4","batch_c","M5_SMALL_PATCH",4,"VALID_FAIL",false,null,true,0,false,11760,7399,197
"BASELINE_BATCH_C_M5_SMALL_PATCH_rep5","batch_c","M5_SMALL_PATCH",5,"VALID_FAIL",false,null,true,0,false,11653,7399,197
"BASELINE_BATCH_C_M6_PRESERVE_SENTINELS_rep1","batch_c","M6_PRESERVE_SENTINELS",1,"VALID_FAIL",false,null,true,0,false,11791,7479,197
"BASELINE_BATCH_C_M6_PRESERVE_SENTINELS_rep2","batch_c","M6_PRESERVE_SENTINELS",2,"VALID_PASS",true,null,true,0,true,11793,7093,133
"BASELINE_BATCH_C_M6_PRESERVE_SENTINELS_rep3","batch_c","M6_PRESERVE_SENTINELS",3,"VALID_FAIL",true,null,false,1,false,18585,14525,264
"BASELINE_BATCH_C_M6_PRESERVE_SENTINELS_rep4","batch_c","M6_PRESERVE_SENTINELS",4,"VALID_PASS",true,null,true,0,true,23620,14179,417
"BASELINE_BATCH_C_M6_PRESERVE_SENTINELS_rep5","batch_c","M6_PRESERVE_SENTINELS",5,"VALID_PASS",true,null,true,0,true,13477,4458,198
"BASELINE_BATCH_C_M7_LINE_ENDINGS_rep1","batch_c","M7_LINE_ENDINGS",1,"VALID_FAIL",false,null,true,0,false,12175,7399,197
"BASELINE_BATCH_C_M7_LINE_ENDINGS_rep2","batch_c","M7_LINE_ENDINGS",2,"VALID_FAIL",false,null,true,0,false,11775,7399,197
"BASELINE_BATCH_C_M7_LINE_ENDINGS_rep3","batch_c","M7_LINE_ENDINGS",3,"VALID_FAIL",false,null,true,0,false,11698,7399,197
"BASELINE_BATCH_C_M7_LINE_ENDINGS_rep4","batch_c","M7_LINE_ENDINGS",4,"VALID_FAIL",false,null,true,0,false,11595,7399,197
"BASELINE_BATCH_C_M7_LINE_ENDINGS_rep5","batch_c","M7_LINE_ENDINGS",5,"VALID_FAIL",false,null,true,0,false,11650,7399,197
"BASELINE_BATCH_C_M8_DISTRACTOR_FILES_rep1","batch_c","M8_DISTRACTOR_FILES",1,"VALID_FAIL",false,false,true,0,false,11923,7479,197
"BASELINE_BATCH_C_M8_DISTRACTOR_FILES_rep2","batch_c","M8_DISTRACTOR_FILES",2,"VALID_FAIL",false,false,true,0,false,11807,7479,197
"BASELINE_BATCH_C_M8_DISTRACTOR_FILES_rep3","batch_c","M8_DISTRACTOR_FILES",3,"VALID_FAIL",false,false,true,0,false,11717,7479,197
"BASELINE_BATCH_C_M8_DISTRACTOR_FILES_rep4","batch_c","M8_DISTRACTOR_FILES",4,"VALID_FAIL",false,false,true,0,false,11728,7479,197
"BASELINE_BATCH_C_M8_DISTRACTOR_FILES_rep5","batch_c","M8_DISTRACTOR_FILES",5,"VALID_FAIL",false,false,true,0,false,11664,7479,197
"BASELINE_BATCH_C_M9_DISAMBIGUATION_rep1","batch_c","M9_DISAMBIGUATION",1,"VALID_PASS",true,true,true,0,true,12947,9435,126
"BASELINE_BATCH_C_M9_DISAMBIGUATION_rep2","batch_c","M9_DISAMBIGUATION",2,"VALID_PASS",true,true,true,0,true,12269,9435,126
"BASELINE_BATCH_C_M9_DISAMBIGUATION_rep3","batch_c","M9_DISAMBIGUATION",3,"VALID_PASS",true,true,true,0,true,12321,9435,126
"BASELINE_BATCH_C_M9_DISAMBIGUATION_rep4","batch_c","M9_DISAMBIGUATION",4,"VALID_PASS",true,true,true,0,true,12705,9435,126
"BASELINE_BATCH_C_M9_DISAMBIGUATION_rep5","batch_c","M9_DISAMBIGUATION",5,"VALID_PASS",true,true,true,0,true,12539,9435,126
"BASELINE_BATCH_C_M10_RETRY_RECOVERY_rep1","batch_c","M10_RETRY_RECOVERY",1,"VALID_PASS",true,true,true,0,true,18008,17179,178
"BASELINE_BATCH_C_M10_RETRY_RECOVERY_rep2","batch_c","M10_RETRY_RECOVERY",2,"VALID_FAIL",false,false,true,0,false,25869,16832,389
"BASELINE_BATCH_C_M10_RETRY_RECOVERY_rep3","batch_c","M10_RETRY_RECOVERY",3,"VALID_PASS",true,true,true,0,true,17819,17179,178
"BASELINE_BATCH_C_M10_RETRY_RECOVERY_rep4","batch_c","M10_RETRY_RECOVERY",4,"VALID_PASS",true,true,true,0,true,17531,17179,178
"BASELINE_BATCH_C_M10_RETRY_RECOVERY_rep5","batch_c","M10_RETRY_RECOVERY",5,"VALID_PASS",true,true,true,0,true,17542,17179,178
"BASELINE_BATCH_C_M11_CONSTRAINT_RETENTION_rep1","batch_c","M11_CONSTRAINT_RETENTION",1,"VALID_FAIL",false,false,true,0,false,5018,605,113
"BASELINE_BATCH_C_M11_CONSTRAINT_RETENTION_rep2","batch_c","M11_CONSTRAINT_RETENTION",2,"VALID_FAIL",false,false,true,0,false,4338,605,113
"BASELINE_BATCH_C_M11_CONSTRAINT_RETENTION_rep3","batch_c","M11_CONSTRAINT_RETENTION",3,"VALID_FAIL",false,false,true,0,false,4354,605,113
"BASELINE_BATCH_C_M11_CONSTRAINT_RETENTION_rep4","batch_c","M11_CONSTRAINT_RETENTION",4,"VALID_FAIL",false,false,true,0,false,4330,605,113
"BASELINE_BATCH_C_M11_CONSTRAINT_RETENTION_rep5","batch_c","M11_CONSTRAINT_RETENTION",5,"VALID_FAIL",false,false,true,0,false,4332,605,113
"BASELINE_BATCH_C_M12_FOCUSED_FILE_rep1","batch_c","M12_FOCUSED_FILE",1,"VALID_FAIL",false,false,true,0,false,10550,6379,156
"BASELINE_BATCH_C_M12_FOCUSED_FILE_rep2","batch_c","M12_FOCUSED_FILE",2,"VALID_FAIL",false,false,true,0,false,10462,6379,156
"BASELINE_BATCH_C_M12_FOCUSED_FILE_rep3","batch_c","M12_FOCUSED_FILE",3,"VALID_FAIL",false,false,true,0,false,10478,6379,156
"BASELINE_BATCH_C_M12_FOCUSED_FILE_rep4","batch_c","M12_FOCUSED_FILE",4,"VALID_FAIL",false,false,true,0,false,10489,6379,156
"BASELINE_BATCH_C_M12_FOCUSED_FILE_rep5","batch_c","M12_FOCUSED_FILE",5,"VALID_FAIL",false,false,true,0,false,10437,6379,156
"BASELINE_BATCH_C_M13_EXPLICIT_OVERRIDES_FOCUS_rep1","batch_c","M13_EXPLICIT_OVERRIDES_FOCUS",1,"VALID_FAIL",true,null,false,1,false,22760,17913,225
"BASELINE_BATCH_C_M13_EXPLICIT_OVERRIDES_FOCUS_rep2","batch_c","M13_EXPLICIT_OVERRIDES_FOCUS",2,"VALID_FAIL",true,null,false,1,false,23582,16324,278
"BASELINE_BATCH_C_M13_EXPLICIT_OVERRIDES_FOCUS_rep3","batch_c","M13_EXPLICIT_OVERRIDES_FOCUS",3,"VALID_FAIL",true,null,false,1,false,26903,17679,232
"BASELINE_BATCH_C_M13_EXPLICIT_OVERRIDES_FOCUS_rep4","batch_c","M13_EXPLICIT_OVERRIDES_FOCUS",4,"VALID_FAIL",true,null,false,1,false,23632,17913,225
"BASELINE_BATCH_C_M13_EXPLICIT_OVERRIDES_FOCUS_rep5","batch_c","M13_EXPLICIT_OVERRIDES_FOCUS",5,"VALID_FAIL",true,null,false,1,false,23411,17938,237
"BASELINE_BATCH_C_M14_STALE_CONTENT_SAFETY_rep1","batch_c","M14_STALE_CONTENT_SAFETY",1,"VALID_FAIL",false,null,true,0,false,12074,7439,197
"BASELINE_BATCH_C_M14_STALE_CONTENT_SAFETY_rep2","batch_c","M14_STALE_CONTENT_SAFETY",2,"VALID_FAIL",false,null,true,0,false,11738,7439,197
"BASELINE_BATCH_C_M14_STALE_CONTENT_SAFETY_rep3","batch_c","M14_STALE_CONTENT_SAFETY",3,"VALID_FAIL",false,null,true,0,false,11661,7439,197
"BASELINE_BATCH_C_M14_STALE_CONTENT_SAFETY_rep4","batch_c","M14_STALE_CONTENT_SAFETY",4,"VALID_FAIL",false,null,true,0,false,11626,7439,197
"BASELINE_BATCH_C_M14_STALE_CONTENT_SAFETY_rep5","batch_c","M14_STALE_CONTENT_SAFETY",5,"VALID_FAIL",false,null,true,0,false,11648,7439,197
